amount,hour,distance_km,device_score,international,merchant_risk,is_fraud
12112.04,1,34.19,0.958,0,0.011,0
1284.84,6,3.25,0.903,1,0.555,0
4989.81,2,13.56,0.949,0,0.561,0
729.94,6,0,0.863,0,0.212,0
965.65,22,26.05,0.626,0,0.223,0
619.01,0,33.54,0.645,0,0.172,0
5780.11,1,2.31,0.572,0,0.134,1
25962.02,3,23.23,0.812,0,0.14,0
1187.93,12,0,0.732,0,0.169,0
2720.27,15,9.94,0.977,0,0.244,0
10500.35,22,0,0.787,0,0.116,0
2209.24,13,5.3,0.801,0,0.337,0
11861.63,8,0,0.902,0,0.318,0
779.62,6,4.74,0.757,0,0.248,0
1118.1,3,2.8,0.876,0,0.638,0
2736.52,11,1.4,0.901,0,0.262,0
8382.17,11,10.9,0.531,0,0.27,1
5895.56,16,6.24,0.875,0,0.475,0
9064.92,10,8.8,0.651,0,0.428,0
1553.79,0,6.11,0.948,0,0.396,0
4643.49,10,0,0.787,0,0.587,0
1609.6,9,8.7,0.86,0,0.471,0
1712.69,8,33.77,0.518,0,0.041,0
4845.22,21,9.01,0.826,0,0.632,0
3271.13,8,17.72,0.553,0,0.344,0
592.01,21,0.49,0.8,0,0.271,0
3440.32,11,8.87,0.564,0,0.78,0
2075.14,12,0,0.822,0,0.135,0
608.67,13,17.78,0.846,0,0.295,0
3429.7,16,11.16,0.818,0,0.284,0
1010.8,2,0,0.544,0,0.647,0
3169.86,3,0,0.891,0,0.17,0
20374.26,3,0,0.898,0,0.084,0
2539.85,9,29.66,0.983,0,0.32,1
2807.7,2,18.64,0.887,0,0.297,0
255.54,1,13.37,0.829,0,0.112,0
796.17,16,0,0.926,0,0.636,0
1175.23,2,2.77,0.858,0,0.397,0
3961.62,17,0,0.803,0,0.254,0
3510.81,7,10.59,0.965,0,0.396,0
3630.52,1,0.52,0.843,0,0.137,0
4483.15,2,22.83,0.768,0,0.199,0
1309.97,21,0,0.875,0,0.246,1
339.29,15,2.46,0.369,0,0.431,0
5768.12,23,1.27,0.901,0,0.367,0
64.92,15,22.34,0.61,0,0.035,0
6012.74,11,0,0.741,0,0.12,0
2003.43,9,22.6,0.913,0,0.649,0
565.7,12,21.0,0.937,0,0.32,0
1157.38,11,5.88,0.965,0,0.368,0
2296.15,1,34.23,0.923,0,0.381,0
907.91,14,7.55,0.579,0,0.476,0
9176.86,22,15.06,0.915,0,0.423,1
827.44,17,0,0.357,0,0.157,0
746.53,15,11.31,0.864,0,0.291,0
1392.56,2,0,0.955,0,0.364,0
4279.49,23,0,0.746,0,0.129,0
1394.04,18,0,0.81,1,0.652,0
3287.62,9,27.25,0.743,0,0.189,0
1062.37,20,16.84,0.828,0,0.366,0
4902.07,0,22.56,0.775,1,0.584,0
151.74,20,14.13,0.865,0,0.177,0
716.58,14,19.73,0.851,0,0.235,0
3247.85,21,15.62,0.777,0,0.235,0
2581.69,4,0,0.83,0,0.368,0
2571.79,0,0,0.801,0,0.533,0
731.86,8,31.4,0.732,0,0.184,0
21427.08,23,23.93,0.743,0,0.173,0
16873.61,5,0,0.97,1,0.317,0
1746.91,5,0,0.714,0,0.566,0
289.61,16,0,0.796,0,0.273,0
888.37,17,0.28,0.868,0,0.146,0
3752.04,4,0,0.86,0,0.383,1
2641.99,3,0,0.86,0,0.251,0
4790.59,22,0,0.932,0,0.392,0
1637.18,0,18.04,0.938,0,0.077,0
1272.04,23,0,0.835,0,0.224,0
1219.46,18,5.47,0.651,0,0.088,0
6548.43,19,2.44,0.722,0,0.304,0
4262.07,14,8.32,0.675,0,0.598,0
1836.73,14,0,0.848,0,0.033,0
458.57,8,17.99,0.623,0,0.25,0
13569.83,23,2.48,0.911,0,0.232,0
3117.34,4,12.88,0.833,0,0.339,0
396.84,2,4.13,0.946,0,0.066,0
1964.84,9,25.64,0.878,0,0.259,0
2753.63,5,31.77,0.817,0,0.315,0
1267.89,21,0,0.848,0,0.41,0
858.34,19,13.84,0.476,0,0.163,0
1473.36,1,0,0.97,1,0.03,0
445.02,19,5.07,0.659,0,0.127,0
2297.09,11,1.5,0.87,0,0.122,0
56105.1,20,7.72,0.88,1,0.516,0
1391.69,14,14.91,0.537,1,0.314,0
872.49,2,4.35,0.75,0,0.094,0
491.29,7,0,0.806,0,0.152,0
8869.48,15,24.59,0.904,0,0.484,0
3823.55,23,11.27,0.645,0,0.291,0
602.64,15,1.94,0.724,0,0.357,0
1822.47,12,25.76,0.978,0,0.237,0
1975.34,2,25.91,0.778,0,0.267,0
776.81,9,17.52,0.926,0,0.377,0
2153.24,16,1.27,0.694,0,0.306,0
1711.94,3,14.23,0.642,0,0.304,0
854.77,8,0.62,0.757,0,0.103,0
3873.11,5,21.19,0.68,0,0.459,0
2513.32,14,13.86,0.711,0,0.252,0
541.08,1,0,0.683,0,0.2,0
1949.86,0,8.75,0.813,0,0.402,0
259.11,9,0.28,0.615,0,0.415,0
5439.7,4,0,0.505,0,0.192,0
509.64,8,0,0.544,0,0.314,0
7485.1,12,10.59,0.953,0,0.167,0
9682.26,5,10.32,0.776,0,0.187,0
1969.37,22,38.71,0.427,0,0.416,0
680.6,1,26.67,0.911,0,0.13,0
2446.15,14,6.24,0.664,0,0.373,0
4298.59,5,3.7,0.73,0,0.162,0
3312.53,7,0,0.747,0,0.152,0
1291.27,0,0,0.974,0,0.082,0
5208.46,13,38.77,0.698,0,0.3,0
1206.8,17,13.03,0.895,0,0.373,0
7179.48,5,10.8,0.607,0,0.182,0
6424.78,21,24.41,0.547,0,0.385,0
2428.34,22,10.34,0.852,0,0.219,0
3911.29,4,6.6,0.872,1,0.212,0
26792.19,9,17.56,0.96,0,0.396,0
997.49,1,25.34,0.726,0,0.771,0
858.47,20,1.63,0.773,0,0.16,0
1238.52,4,0.38,0.722,0,0.572,0
1835.63,1,21.49,0.689,0,0.394,0
1838.23,0,6.28,0.87,0,0.509,0
1463.46,17,15.33,0.851,0,0.183,0
11705.48,9,27.74,0.785,0,0.575,0
632.93,19,18.3,0.805,0,0.255,0
5084.72,12,2.11,0.823,0,0.401,0
4078.32,1,0,0.63,0,0.43,1
238.81,9,38.21,0.843,0,0.293,0
560.17,7,20.43,0.609,0,0.366,0
307.66,8,0,0.56,0,0.212,0
1386.5,10,29.04,0.605,0,0.194,0
1884.18,12,29.19,0.85,0,0.28,0
1311.32,22,8.38,0.581,0,0.082,0
816.98,12,20.67,0.643,0,0.119,0
903.54,5,1.34,0.374,0,0.387,1
561.28,19,17.42,0.956,0,0.336,0
885.77,17,18.71,0.593,0,0.346,0
1104.58,6,9.02,0.925,1,0.203,0
437.53,12,7.33,0.702,0,0.057,0
2784.03,5,6.92,0.832,1,0.053,1
4724.64,7,12.27,0.658,0,0.064,0
604.77,21,32.81,0.932,0,0.297,0
2659.25,21,0,0.768,0,0.41,0
1101.57,20,56.27,0.561,0,0.499,0
9769.04,14,0,0.876,0,0.299,0
408.26,6,28.24,0.624,0,0.313,0
2749.61,14,0,0.849,0,0.205,0
521.42,7,15.86,0.822,0,0.501,0
689.17,2,30.63,0.855,0,0.421,0
2362.27,7,27.19,0.693,0,0.137,0
3955.5,16,0,0.731,1,0.821,0
2122.75,11,29.66,0.71,0,0.295,0
606.78,9,16.45,0.828,1,0.35,0
2593.05,4,0,0.596,0,0.335,0
756.03,5,17.23,0.922,0,0.335,0
2129.76,1,8.16,0.855,1,0.156,0
1246.49,21,23.76,0.967,0,0.149,0
2349.22,23,0,0.857,0,0.314,0
2553.26,9,26.11,0.706,1,0.232,0
200.29,9,5.98,0.63,0,0.359,0
1274.27,22,7.7,0.74,0,0.479,0
466.0,21,21.1,0.776,0,0.235,0
417.98,11,0,0.882,0,0.345,0
733.51,7,0.82,0.813,0,0.156,0
447.94,15,6.16,0.831,1,0.245,0
6182.19,23,7.81,0.479,0,0.351,0
2139.39,22,0,0.978,0,0.063,0
10823.66,20,15.25,0.96,0,0.209,0
1328.61,12,24.69,0.772,0,0.236,0
2727.8,22,14.12,0.76,0,0.175,0
2128.74,8,2.1,0.953,0,0.224,0
4060.25,22,1.18,0.538,0,0.226,0
1552.44,2,13.84,0.665,0,0.374,0
921.41,13,11.64,0.633,0,0.398,0
1061.87,0,34.85,0.956,0,0.289,0
5231.75,2,0,0.9,0,0.206,0
7569.3,2,0,0.791,0,0.369,0
515.6,18,19.59,0.966,0,0.061,0
4712.04,14,0,0.51,0,0.043,0
1499.41,13,0,0.529,0,0.118,0
716.7,4,13.04,0.897,1,0.247,1
821.56,3,13.87,0.766,0,0.462,0
1029.08,19,0,0.553,0,0.396,0
5139.11,13,18.83,0.868,0,0.391,0
2297.45,16,16.36,0.598,0,0.366,0
646.92,9,0,0.903,0,0.33,0
587.03,10,2.64,0.66,0,0.086,0
2820.33,17,20.65,0.763,0,0.599,0
1991.24,1,2.7,0.351,0,0.481,0
4572.8,4,8.36,0.793,0,0.386,0
832.25,16,0,0.61,1,0.393,0
2859.61,2,0,0.913,0,0.289,0
2229.6,20,37.11,0.712,0,0.343,0
105.71,0,0,0.935,0,0.276,0
1568.46,0,16.71,0.388,0,0.436,0
813.76,8,12.83,0.758,0,0.222,0
3282.17,22,18.39,0.811,0,0.158,0
2918.54,12,25.17,0.776,0,0.127,0
867.6,13,11.22,0.911,0,0.35,0
1182.49,6,0,0.635,0,0.237,0
1349.05,11,14.57,0.7,0,0.527,0
1105.28,9,1.67,0.889,0,0.178,0
331.29,20,1.4,0.793,0,0.441,0
4569.94,22,0,0.672,0,0.471,0
1151.78,8,6.67,0.989,0,0.204,0
2833.03,14,0,0.932,0,0.284,0
3925.74,23,26.37,0.786,0,0.483,0
9057.97,3,0,0.925,0,0.277,0
5269.62,23,17.31,0.734,0,0.16,0
1569.77,21,0,0.759,0,0.144,0
3290.52,2,12.1,0.823,0,0.207,0
3175.81,10,13.69,0.851,0,0.217,0
4461.03,17,11.33,0.796,0,0.619,0
2870.24,23,13.85,0.784,0,0.066,0
5392.71,1,11.64,0.725,0,0.529,0
3483.74,9,0,0.849,0,0.278,0
5059.19,18,27.65,0.706,0,0.126,0
3526.48,18,2.27,0.957,0,0.13,0
2525.96,5,27.95,0.78,0,0.143,0
1839.96,19,32.43,0.481,0,0.28,0
2703.58,23,0,0.965,0,0.172,0
4307.7,7,0,0.924,1,0.177,0
4183.25,23,24.75,0.807,0,0.174,0
2665.45,11,20.62,0.971,1,0.394,0
400.61,6,6.27,0.81,1,0.488,0
3886.53,13,6.93,0.794,0,0.708,0
1781.02,8,0,0.85,1,0.356,0
11587.53,14,8.95,0.901,0,0.154,0
1326.13,0,0,0.849,0,0.361,0
875.2,18,58.4,0.744,0,0.521,0
403.33,6,12.45,0.804,0,0.231,0
736.76,0,5.64,0.948,0,0.365,0
829.35,8,0,0.696,0,0.276,0
1163.94,4,0,0.791,1,0.455,1
783.47,13,0,0.795,0,0.283,0
727.62,22,0,0.946,0,0.04,0
2563.2,14,0.97,0.785,0,0.281,0
649.16,1,4.09,0.784,0,0.393,0
1772.64,22,17.22,0.856,0,0.107,0
1977.82,2,0,0.684,0,0.302,0
718.52,8,17.71,0.779,0,0.06,0
7029.05,7,6.37,0.742,0,0.278,0
3884.04,0,0,0.774,0,0.076,0
83.3,4,5.81,0.697,0,0.374,0
3029.12,6,0,0.649,0,0.245,0
1538.44,1,0,0.862,0,0.538,0
1068.87,7,19.58,0.879,1,0.22,0
3349.37,9,0,0.766,0,0.307,0
1621.96,4,0,0.851,0,0.052,0
4355.61,16,0,0.658,0,0.18,0
2274.05,15,0,0.862,0,0.461,0
555.72,6,0,0.449,0,0.222,0
1744.47,7,16.82,0.823,0,0.584,0
538.0,3,0,0.844,0,0.161,0
1225.36,23,0,0.942,0,0.545,1
363.52,3,9.92,0.756,0,0.358,0
1271.71,20,0,0.827,0,0.179,0
924.32,4,8.66,0.982,0,0.076,0
889.29,1,4.78,0.889,1,0.371,0
951.66,11,6.27,0.715,1,0.49,0
4021.84,17,0,0.67,0,0.347,0
7978.01,3,0,0.863,0,0.136,0
605.58,1,0,0.903,0,0.491,0
1242.89,14,39.32,0.913,0,0.223,0
833.56,0,0,0.879,0,0.489,0
3371.96,12,5.67,0.769,0,0.304,0
1673.1,1,0,0.719,0,0.206,0
684.45,1,18.99,0.834,0,0.737,0
1376.83,18,27.11,0.857,0,0.54,0
5392.26,3,16.71,0.507,0,0.301,0
4728.38,8,26.43,0.443,0,0.074,0
2324.01,7,5.68,0.789,0,0.18,0
1406.86,20,8.99,0.97,0,0.213,0
2861.31,7,21.0,0.858,0,0.471,0
4531.61,18,0,0.541,0,0.233,0
1410.64,16,48.12,0.949,0,0.077,0
2659.28,1,31.89,0.84,0,0.213,1
1633.45,22,1.27,0.89,0,0.09,0
6810.06,11,0,0.707,0,0.439,0
4161.56,18,0,0.536,0,0.282,0
189.99,3,20.44,0.874,0,0.465,0
305.33,13,0,0.769,0,0.365,0
574.19,11,0,0.896,0,0.267,0
528.05,8,4.89,0.844,0,0.095,0
6120.03,7,0,0.744,0,0.422,1
3052.92,15,18.16,0.903,0,0.347,0
1608.38,21,15.49,0.926,1,0.191,0
1282.37,13,0,0.847,0,0.447,0
571.36,9,0,0.72,0,0.084,0
2213.24,9,0,0.414,1,0.208,0
1592.41,8,29.8,0.96,0,0.077,0
1108.19,3,0,0.998,0,0.283,0
750.41,5,13.31,0.842,0,0.296,0
1764.54,3,1.48,0.904,0,0.017,0
2350.5,8,2.77,0.624,0,0.123,0
2501.04,13,5.75,0.902,0,0.095,0
2184.76,11,3.42,0.757,0,0.081,0
726.89,20,4.16,0.806,0,0.049,0
3539.8,6,0,0.633,0,0.297,0
181.68,19,0,0.574,0,0.135,0
1258.99,1,0.54,0.832,0,0.133,0
781.53,0,11.46,0.589,1,0.155,0
713.64,0,18.88,0.726,0,0.066,0
1405.74,1,4.75,0.92,0,0.372,0
517.02,21,31.45,0.805,0,0.232,0
1767.84,9,0,0.781,0,0.148,0
3534.02,2,39.74,0.691,0,0.417,0
887.49,8,0,0.853,0,0.114,0
296.58,20,0,0.649,0,0.219,0
3473.32,7,39.45,0.762,0,0.48,0
2321.64,0,22.09,0.653,0,0.186,0
2904.06,14,1.7,0.611,0,0.308,0
734.13,11,0,0.741,0,0.22,0
941.67,20,14.18,0.518,0,0.391,0
1026.24,16,0,0.887,0,0.234,0
4698.95,9,10.83,0.794,0,0.455,0
1481.01,1,0,0.527,0,0.589,0
2597.36,1,10.22,0.739,0,0.114,0
4007.52,20,25.18,0.976,0,0.177,0
7038.68,13,23.69,0.856,0,0.354,0
5448.21,19,32.85,0.54,1,0.276,0
11234.87,22,17.23,0.81,0,0.22,0
3249.83,0,6.78,0.498,1,0.248,0
548.82,20,28.75,0.88,0,0.161,0
3618.44,12,8.68,0.756,0,0.351,0
228.42,20,5.72,0.907,0,0.397,0
5395.91,10,5.28,0.915,0,0.167,0
4845.21,7,5.65,0.657,0,0.378,0
2753.45,17,0,0.874,1,0.067,0
725.66,19,0,0.814,0,0.345,0
2608.55,20,12.77,0.852,0,0.651,0
550.64,0,0,0.925,0,0.132,0
663.24,9,0,0.815,0,0.177,0
288.0,13,1.73,0.923,0,0.285,0
2282.45,5,4.19,0.682,0,0.19,1
2952.52,3,17.08,0.65,0,0.304,0
908.64,8,9.11,0.931,0,0.266,0
2635.78,3,2.01,0.743,0,0.314,0
1406.95,3,5.58,0.514,0,0.259,0
213.22,16,16.78,0.724,0,0.202,0
1481.17,11,4.41,0.959,0,0.515,0
2860.69,5,25.1,0.761,0,0.359,0
571.1,21,26.94,0.671,0,0.159,0
2504.96,4,0,0.825,0,0.155,0
3840.66,14,0,0.866,0,0.515,0
823.46,3,17.43,0.982,0,0.509,0
854.02,23,15.3,0.816,0,0.272,0
1231.75,3,0,0.767,0,0.12,0
12803.72,5,12.57,0.734,0,0.144,0
4443.56,2,0,0.636,0,0.392,0
1727.78,4,10.92,0.723,0,0.203,0
10783.88,16,2.7,0.845,0,0.28,0
402.47,1,0,0.721,0,0.308,0
2601.28,5,43.37,0.634,0,0.422,0
2561.19,16,1.1,0.619,0,0.187,0
1064.54,18,7.04,0.819,0,0.24,0
12969.63,5,0,0.861,0,0.482,0
3221.02,12,10.83,0.782,0,0.257,0
5382.16,19,15.52,0.86,1,0.116,0
172.61,8,2.67,0.75,0,0.212,0
2246.41,18,28.28,0.806,0,0.243,0
1426.84,1,22.7,0.772,0,0.236,0
13032.97,17,9.8,0.725,0,0.106,0
934.7,15,21.22,0.572,0,0.287,0
1534.18,12,5.66,0.814,0,0.122,0
3925.84,22,0,0.661,0,0.439,0
191.98,6,0,0.859,0,0.273,0
2218.5,11,21.55,0.562,1,0.404,1
845.06,19,7.58,0.797,0,0.311,0
163.12,18,0.34,0.571,0,0.378,0
3274.6,17,2.21,0.715,0,0.527,0
777.33,14,0,0.693,0,0.177,0
3844.64,16,22.79,0.738,0,0.064,0
267.45,3,7.2,0.846,0,0.111,0
15321.05,9,9.39,0.652,0,0.285,0
7393.82,19,21.95,0.861,0,0.317,0
3281.45,7,4.54,0.827,0,0.184,0
477.9,10,5.51,0.91,0,0.55,0
1678.92,3,7.52,0.799,0,0.108,0
1749.82,1,10.34,0.685,0,0.025,0
3682.1,12,9.37,0.734,1,0.454,0
3957.36,6,33.29,0.955,0,0.191,0
5673.4,9,0,0.266,0,0.228,0
1834.89,13,1.22,0.907,0,0.408,0
408.63,4,10.39,0.925,0,0.177,0
931.92,8,3.22,0.855,0,0.206,0
141.4,4,1.35,0.588,0,0.294,0
1796.16,1,35.36,0.953,0,0.268,0
19354.06,20,15.74,0.926,1,0.552,1
1808.97,9,19.6,0.865,0,0.171,0
2385.99,14,0.57,0.84,0,0.153,0
13385.86,9,30.75,0.936,1,0.055,0
2133.25,6,5.24,0.886,0,0.095,0
1432.28,15,1.92,0.629,0,0.092,0
12233.68,21,0,0.923,1,0.418,0
1978.25,17,0,0.606,0,0.554,0
4186.4,4,13.58,0.904,0,0.43,0
1757.93,0,2.02,0.728,0,0.544,0
1295.21,23,0,0.906,0,0.242,0
1720.52,3,3.84,0.795,1,0.299,0
8315.98,6,48.93,0.846,0,0.363,1
2115.26,8,8.65,0.89,0,0.208,0
1971.82,9,34.51,0.959,0,0.219,0
1633.49,8,0,0.725,0,0.404,0
5612.87,4,21.98,0.75,0,0.226,0
566.24,15,8.79,0.525,0,0.125,0
1769.35,2,18.16,0.836,0,0.215,0
3194.16,13,25.75,0.807,0,0.186,0
6495.16,17,35.6,0.786,0,0.368,0
422.38,12,2.76,0.875,0,0.329,0
572.71,20,3.32,0.811,0,0.369,0
6082.13,17,3.8,0.897,0,0.38,0
3270.53,21,16.2,0.986,0,0.495,0
977.16,23,14.28,0.706,0,0.242,0
803.99,12,0,0.777,0,0.053,0
1360.65,2,22.87,0.584,0,0.522,0
692.75,16,3.02,0.808,0,0.021,0
1847.73,20,14.51,0.569,0,0.08,0
2884.27,4,38.67,0.872,1,0.337,1
2027.48,21,21.66,0.62,0,0.292,0
1342.63,23,0,0.798,0,0.518,0
6555.5,13,16.12,0.799,0,0.064,0
1096.78,14,0,0.772,0,0.103,0
908.07,6,12.55,0.784,0,0.222,0
1149.12,4,22.52,0.603,0,0.237,0
1274.01,21,4.38,0.736,0,0.391,0
1768.1,2,11.43,0.615,0,0.427,0
10373.45,23,28.68,0.819,0,0.33,0
4325.81,12,5.05,0.785,1,0.472,0
4587.95,22,10.22,0.967,0,0.255,0
1806.58,16,8.8,0.827,0,0.445,0
1561.25,2,32.81,0.589,1,0.106,0
2174.11,0,25.78,0.567,0,0.411,0
3619.93,16,7.09,0.641,0,0.242,0
878.62,18,10.69,0.758,0,0.369,0
2603.42,22,3.8,0.862,0,0.386,0
854.81,10,5.31,0.844,0,0.18,0
7861.01,20,0,0.897,0,0.074,0
2934.29,6,0,0.814,0,0.059,0
4501.11,21,17.54,0.908,0,0.33,0
1555.81,4,0,0.476,0,0.513,0
564.61,5,0,0.843,0,0.372,0
1534.98,14,9.4,0.939,0,0.491,0
659.23,13,11.81,0.733,0,0.003,0
3823.78,9,0,0.719,0,0.164,0
1743.93,22,11.27,0.86,0,0.236,0
2313.67,9,16.82,0.451,0,0.646,0
718.87,14,0.02,0.772,0,0.217,0
945.95,18,16.43,0.722,0,0.383,0
737.84,22,0,0.648,0,0.31,0
4802.18,19,3.55,0.917,0,0.241,0
3237.2,16,19.71,0.669,1,0.349,0
2083.36,23,19.39,0.771,0,0.267,0
890.83,19,29.92,0.854,0,0.346,0
1329.82,14,0,0.864,0,0.385,0
1016.65,8,22.78,0.914,1,0.38,0
972.8,17,0,0.85,0,0.335,0
1157.79,8,0,0.664,0,0.307,0
1152.65,20,13.98,0.688,1,0.344,0
2709.51,22,29.34,0.904,0,0.247,0
3486.38,12,4.75,0.877,0,0.365,0
612.52,12,7.23,0.735,1,0.401,0
7864.25,22,1.74,0.702,1,0.252,1
8275.69,2,29.13,0.522,0,0.086,0
562.81,21,39.07,0.801,0,0.341,0
6011.29,2,18.01,0.937,0,0.209,0
1714.89,21,33.06,0.854,0,0.06,0
1630.61,0,0.38,0.916,0,0.254,0
2048.05,18,0,0.894,1,0.134,0
2373.48,22,6.2,0.717,0,0.109,0
12467.48,1,0,0.81,0,0.29,0
523.13,0,0,0.906,0,0.412,0
1381.36,16,0,0.779,0,0.559,0
10530.97,12,9.03,0.709,0,0.169,0
6492.43,4,5.31,0.682,0,0.093,0
6960.99,5,8.01,0.863,0,0.21,0
5688.54,17,26.54,0.674,1,0.381,0
4679.04,10,0,0.801,0,0.14,0
243.0,20,10.79,0.684,1,0.534,0
1366.2,9,16.08,0.678,0,0.521,0
2210.4,7,0,0.76,0,0.162,0
584.45,5,0,0.564,0,0.072,0
4062.07,16,4.71,0.814,0,0.226,0
4085.33,12,28.63,0.841,0,0.329,0
2811.47,16,18.7,0.963,0,0.232,0
1396.4,1,0,0.875,0,0.395,0
7977.43,13,19.81,0.98,0,0.049,0
2215.39,9,0,0.927,0,0.238,0
5455.47,23,59.03,0.946,1,0.324,1
349.77,3,2.5,0.671,0,0.26,0
1919.79,7,37.08,0.966,0,0.192,0
7303.47,14,31.75,0.751,0,0.113,1
389.89,12,0,0.526,0,0.459,0
18619.65,10,0,0.566,0,0.239,0
11027.82,6,2.06,0.947,0,0.486,0
2581.4,5,0,0.754,0,0.422,0
798.36,9,14.38,0.863,0,0.391,0
920.6,8,16.4,0.784,0,0.184,0
2517.02,15,36.03,0.681,0,0.126,0
2437.94,13,10.89,0.897,0,0.267,0
1157.76,9,17.24,0.695,0,0.149,0
1880.27,22,13.98,0.855,0,0.285,0
4240.95,0,14.15,0.757,0,0.07,0
2271.95,2,18.08,0.613,1,0.088,0
5259.35,3,10.51,0.87,0,0.382,0
2532.84,3,15.61,0.766,0,0.536,0
3225.12,10,0,0.696,0,0.186,0
5349.76,18,0,0.881,0,0.392,0
4746.56,9,10.6,0.708,0,0.34,0
1767.65,12,0,0.892,0,0.217,0
624.9,15,0,0.743,0,0.159,0
2351.15,13,0,0.886,0,0.062,0
819.44,19,7.72,0.824,0,0.039,0
4285.1,18,0,0.673,0,0.424,0
2969.61,5,17.81,0.738,0,0.055,0
2499.03,18,24.7,0.937,0,0.474,0
4690.53,21,0,0.608,0,0.267,0
1181.96,7,0.3,0.645,1,0.185,0
2327.5,21,0,0.607,0,0.264,0
498.41,17,3.82,0.52,0,0.551,0
409.02,14,2.43,0.818,0,0.128,0
2517.14,14,29.04,0.747,0,0.099,0
1999.93,11,15.56,0.872,0,0.184,0
1387.13,8,12.84,0.75,0,0.418,0
1171.12,18,5.19,0.809,0,0.198,0
3389.28,2,11.41,0.902,0,0.116,0
11968.84,16,20.36,0.633,0,0.292,0
1522.6,20,9.68,0.987,1,0.103,0
576.59,14,17.19,0.976,0,0.309,0
12459.23,4,0,0.792,0,0.132,0
856.57,15,21.96,0.756,0,0.71,0
1006.59,19,11.82,0.7,0,0.342,0
2875.45,17,0,0.764,0,0.339,0
448.63,5,29.5,0.807,1,0.033,0
742.64,14,0,0.764,0,0.464,0
417.15,15,5.69,0.87,0,0.268,0
3956.62,4,0,0.817,0,0.056,0
2216.43,19,18.44,0.75,0,0.355,0
618.26,16,23.86,0.872,0,0.057,0
6123.41,19,0,0.916,1,0.153,0
9135.06,17,0,0.55,0,0.151,0
3288.2,10,19.55,0.744,0,0.314,0
2986.22,13,11.98,0.795,0,0.139,0
2863.03,4,8.42,0.657,0,0.097,0
4825.51,3,15.01,0.907,0,0.32,0
3563.14,13,0,0.638,1,0.066,0
2832.01,3,17.42,0.839,0,0.173,0
941.8,18,25.62,0.627,0,0.576,0
1776.05,1,4.83,0.649,0,0.225,0
1668.92,2,14.06,0.652,1,0.295,0
587.28,3,0.06,0.602,0,0.242,0
1038.19,12,0,0.854,0,0.408,0
2307.52,11,0.43,0.94,0,0.289,0
6002.01,23,0,0.783,0,0.326,0
6973.96,17,22.1,0.898,0,0.19,0
3057.84,7,10.94,0.864,0,0.124,0
22777.21,2,0,0.809,0,0.357,0
5740.92,11,0,0.961,0,0.387,0
660.33,12,7.03,0.848,0,0.598,0
2012.57,22,0,0.762,0,0.161,0
568.05,2,23.63,0.426,0,0.149,0
361.92,2,0,0.699,1,0.279,0
6421.99,6,7.44,0.551,0,0.299,0
1641.85,13,0.77,0.799,1,0.213,0
1025.85,1,18.69,0.773,0,0.092,0
474.86,2,12.41,0.938,0,0.336,0
1402.66,6,0,0.774,0,0.281,0
8840.7,19,31.91,0.83,0,0.316,0
13872.62,15,25.21,0.843,0,0.098,0
4083.72,21,14.4,0.83,0,0.429,0
473.49,9,0,0.519,0,0.115,0
461.87,9,0,0.638,0,0.245,0
1156.12,12,10.54,0.536,0,0.069,0
2026.76,14,15.15,0.548,0,0.302,0
5471.94,13,0,0.667,0,0.292,0
2250.58,16,24.28,0.805,1,0.097,0
4542.66,7,10.67,0.454,0,0.371,0
345.98,10,9.26,0.738,1,0.032,0
5374.79,4,11.43,0.372,0,0.263,0
1819.69,20,28.21,0.868,0,0.405,0
4301.22,22,5.06,0.812,0,0.346,0
1468.59,21,0,0.682,0,0.232,0
1735.92,13,2.53,0.772,0,0.42,0
1551.59,13,0,0.706,0,0.421,0
903.86,2,0,0.849,0,0.241,0
337.94,20,19.43,0.81,0,0.114,0
4791.26,23,0,0.782,0,0.426,0
1394.23,21,26.67,0.911,0,0.742,0
815.74,1,0,0.894,0,0.325,0
552.15,6,23.39,0.874,0,0.322,0
1219.07,15,23.87,0.536,0,0.444,0
5805.49,19,0,0.823,0,0.49,0
1452.6,10,5.81,0.75,0,0.206,0
487.93,8,14.61,0.619,0,0.679,0
199.23,10,0,0.748,1,0.28,0
2548.52,7,7.26,0.786,0,0.569,0
284.22,14,8.05,0.902,0,0.221,0
2262.16,11,12.18,0.825,0,0.189,0
1530.71,8,0,0.609,0,0.391,0
1138.9,10,0,0.769,0,0.43,0
252.44,15,12.5,0.768,0,0.189,0
3867.11,23,18.1,0.818,0,0.269,0
2741.18,6,0,0.821,0,0.39,0
517.74,14,21.53,0.963,0,0.356,0
3850.47,21,0,0.835,0,0.522,0
1341.79,2,30.97,0.867,0,0.096,0
842.44,17,0,0.843,1,0.343,0
480.59,17,19.41,0.804,0,0.2,0
1261.99,23,32.79,0.805,0,0.049,0
546.08,1,29.11,0.837,0,0.182,0
5419.58,13,0,0.689,0,0.387,0
2767.1,14,6.66,0.965,0,0.229,0
5010.57,7,24.28,0.907,0,0.218,0
1105.81,13,24.08,0.908,0,0.33,0
874.7,21,7.87,0.92,0,0.317,0
1203.29,16,10.8,0.835,0,0.113,0
7874.76,21,8.87,0.897,0,0.031,0
1220.72,9,12.75,0.76,0,0.263,0
1749.24,18,17.62,0.699,0,0.388,0
2876.97,0,5.1,0.454,0,0.263,0
1545.97,17,9.27,0.886,1,0.163,0
